time,EPL_etfa.PLC.MN.EEE-Link Power
0,0
0,58
0,58
0,116
0,116
0,174
0,174
0,232
0,232
0,290
0,290
0,348
0,348
0,406
0,406
0,464
0,464
0,522
0,522
0,580
0,580
0,638
0,638
0,696
0,696
0,754
0,754
0,812
0,812
0,870
0,870
0,928
0,928
0,986
0,986
0,1044
0,1044
0,1102
0,1102
0,1160
0,1160
0,1218
0,1218
0,1276
0,1276
0,1334
0,1334
0,1392
0,1392
0,1450
0,1450
0,1508
0,1508
0,1566
0,1566
0,1624
0,1624
0,1682
0,1682
0,1740
0,1740
0,1798
0,1798
0,1856
0,1856
0,1914
0,1914
0,1972
0,1972
0,2030
0,2030
0,2088
0,2088
0,2146
0,2146
0,2204
0,2204
0,2262
0,2262
0,2320
0,2320
0,2378
0,2378
0,2436
0,2436
0,2494
0,2494
0,2552
0,2552
0,2610
0,2610
0,2668
0,2668
0,2726
0,2726
0,2784
0,2784
0,2842
0,2842
0,2900
0,2900
0,2958
0,2958
0,3016
0,3016
0,3074
0,3074
0,3132
0,3132
0,3190
0,3190
0,3248
0,3248
0,3306
0,3306
0,3364
0,3364
0,3422
0,3422
0,3480
0,3480
0,3538
0,3538
0,3596
0,3596
0,3654
0,3654
0,3712
0,3712
0,3770
0,3770
0,3828
0,3828
0,3886
0,3886
0,3944
0,3944
0,4002
0,4002
0,4060
0,4060
0,4118
0,4118
0,4176
0,4176
0,4234
0,4234
0,4292
0,4292
0,4350
0,4350
0,4408
0,4408
0,4466
0,4466
0,4524
0,4524
0,4582
0,4582
0,4640
0,4640
0,4698
0,4698
0,4756
0,4756
0,4814
0,4814
0,4872
0,4872
0,4930
0,4930
0,4988
0,4988
0,5046
0,5046
0,5104
0,5104
0,5162
0,5162
0,5220
0,5220
0,5278
0,5278
0,5336
0,5336
0,5394
0,5394
0,5452
0,5452
0,5510
0,5510
0,5568
0,5568
0,5626
0,5626
0,5684
0,5684
0,5742
0,5742
0,5800
0,5800
0,5858
0,5858
0,5916
0,5916
0,5974
0,5974
0,6032
0,6032
0,6090
0,6090
0,6148
0,6148
0,6206
0,6206
0,6264
0,6264
0,6322
0,6322
0,6380
0,6380
0,6438
0,6438
0,6496
0,6496
0,6554
0,6554
0,6612
0,6612
0,6670
0,6670
0,6728
0,6728
0,6786
0,6786
0,6844
0,6844
0,6902
0,6902
0,6960
0,6960
0,7018
0,7018
0,7076
0,7076
0,7134
0,7134
0,7192
0,7192
0,7250
0,7250
0,7308
0,7308
0,7366
0,7366
0,7424
0,7424
0,7482
0,7482
0,7540
0,7540
0,7598
0,7598
0,7656
0,7656
0,7714
0,7714
0,7772
0,7772
0,7830
0,7830
0,7830
0.0000205,7830
0.0000205,7993
0.000047719999,7993
0.000047719999,8645
0.000074939998,8645
0.000074939998,9134
0.000074939998,9134
0.000074939998,9623
0.000074939998,9623
0.000074939998,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000081659997,13046
0.000102159997,13046
0.000102159997,16469
0.000102159997,16469
0.000102159997,19892
0.000102159997,19892
0.000102159997,20055
0.000102159997,20055
0.000102159997,20218
0.000102159997,20218
0.000102159997,20381
0.000102159997,20381
0.000102159997,20544
0.000102159997,20544
0.000102159997,20707
0.000102159997,20707
0.000102159997,20870
0.000102159997,20870
0.000102159997,21033
0.000102159997,21033
0.000102159997,21196
0.000102159997,21196
0.000102159997,21359
0.000102159997,21359
0.000102159997,21522
0.000102159997,21522
0.000102159997,21685
0.000102159997,21685
0.000102159997,21848
0.000102159997,21848
0.000102159997,22011
0.000102159997,22011
0.000102159997,22174
0.000102159997,22174
0.000102159997,22337
0.000102159997,22337
0.000102159997,22500
0.000102159997,22500
0.000102159997,22663
0.000102159997,22663
0.000102159997,22826
0.000102159997,22826
0.000102159997,22989
0.000102159997,22989
0.000102159997,23152
0.000102159997,23152
0.000102159997,23315
0.000102159997,23315
0.000102159997,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000108879996,23478
0.000129379996,23478
0.000129379996,23641
0.000129379996,23641
0.000129379996,23804
0.000129379996,23804
0.000129379996,23967
0.000129379996,23967
0.000129379996,24130
0.000129379996,24130
0.000129379996,24293
0.000129379996,24293
0.000129379996,24456
0.000129379996,24456
0.000129379996,24619
0.000129379996,24619
0.000129379996,24782
0.000129379996,24782
0.000129379996,24945
0.000129379996,24945
0.000129379996,25108
0.000129379996,25108
0.000129379996,25271
0.000129379996,25271
0.000129379996,25434
0.000129379996,25434
0.000129379996,25597
0.000129379996,25597
0.000129379996,25760
0.000129379996,25760
0.000129379996,25923
0.000129379996,25923
0.000129379996,26086
0.000129379996,26086
0.000129379996,26249
0.000129379996,26249
0.000129379996,26412
0.000129379996,26412
0.000129379996,26575
0.000129379996,26575
0.000129379996,26738
0.000129379996,26738
0.000129379996,26901
0.000129379996,26901
0.000129379996,27064
0.000129379996,27064
0.000129379996,27227
0.000129379996,27227
0.000129379996,27390
0.000129379996,27390
0.000129379996,27553
0.000129379996,27553
0.000129379996,27716
0.000129379996,27716
0.000129379996,27879
0.000129379996,27879
0.000129379996,28042
0.000129379996,28042
0.000129379996,28205
0.000129379996,28205
0.000129379996,28368
0.000129379996,28368
0.000129379996,28531
0.000129379996,28531
0.000129379996,28694
0.000129379996,28694
0.000129379996,28857
0.000129379996,28857
0.000129379996,29020
0.000129379996,29020
0.000129379996,29183
0.000129379996,29183
0.000129379996,29346
0.000129379996,29346
0.000129379996,29509
0.000129379996,29509
0.000129379996,29672
0.000129379996,29672
0.000129379996,29835
0.000129379996,29835
0.000129379996,29998
0.000190219989,29998
0.000190219989,30324
0.000249519983,30324
0.000249519983,30650
0.000298719988,30650
0.000298719988,30324
0.000315539976,30324
0.000315539976,30650
0.000358019982,30650
0.000358019982,30324
0.000388439968,30324
0.000388439968,30650
0.000424039975,30650
